85,87,粤BD227J,,,,WP1BA29Y5LDA90431,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,保时捷>2019款 卡宴 3.0T 手自一体,,,
86,88,粤BYC700,,,,LBV61AF04PS610435,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,宝马5系>2022款 530Li 2.0T 手自一体 领先型 豪华套装(改款二),,,
87,89,粤B371YS,,,,WBS31AZ09NK622764,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,宝马1系M>2021款 M4 双门轿跑车 3.0T 手自一体 雷霆版,,,
88,90,粤B2H11N,,,,W1K3F5DB4MN230398,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,奔驰A级AMG(进口)>2020款 A 45 AMG 4MATIC+ 2.0T 双离合(改款),,,
89,91,粤S508F3,,,,WBS4Y9102KAC58753,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,宝马1系M>2019款 M4 双门轿跑车 3.0T 双离合 猎影版,,,
90,93,粤B临时牌,,,,HLX32B147R1309079,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,131,理想>L6,,,
91,94,粤LV497U,,,,WP1AA29Y4KDA12054,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,590,保时捷>2018款 3.0T 手自一体,,,
92,95,粤BK8868,,,,SALWA2FK9HA579096,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,237,路虎>2016款 3.0T 手自一体 SE 美规版,,,
93,96,粤L272GM,,,,LJXDJ3DB3RTP29523,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,256,,,,
94,97,粤BAK980,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,本田>2020款 1.5T 无级 240TURBO 两驱智享版,,,
95,98,粤B71ZA1,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,宝马M2>2023款 M2 双门轿跑车 3.0T 手自一体,,,
96,99,116835,,,,WP0AJ2972ML116835,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,588,保时捷>2021款 2.9T 双离合,,,
97,100,粤BF3H25,,,,LSVCA6F21N2014844,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,587,奥迪A7L>2022款 A7L 2.0TFSI 双离合 45TFSI S-line 筑梦型,,,
98,101,粤B23U73,,,,LBV31EP03RSE10919,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,586,,,,
99,102,157426,,,,WP0CJ2977PL157426,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,99,保时捷>2023款 帕纳美拉 4 Sport Turismo 2.9T 双离合,,,
100,103,粤BK999T,,,,WBA3N310XEKT51909,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,88,宝马4系>2014款 428i 双门轿跑车 2.0T 手自一体 风尚设计套装,,,
101,104,粤B9E91X,,,,WDDBF5CB0FJ345250,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,87,奔驰A级AMG(进口)>2014款 A 45 AMG 4MATIC 2.0T 双离合,,,
102,105,粤BGY4363,,,,HLX33B121R1032117,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,15,理想汽车>2023款 Pro版,,,
103,106,粤B9902B,,,,WDDWF6EB9JF713084,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,583,奔驰C级AMG>2017款 C 43 AMG 4MATIC 3.0T 手自一体 特别版,,,
104,107,粤B93GZ3,,,,WBS41AY01PFP24255,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,582,宝马M3>2023款 M3 xDrive 四门轿跑车 3.0T 手自一体 雷霆版,,,
105,108,粤BC1V29,,,,ZFF93LME6M0260285,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,546,法拉利F8>2019款 F8 Tributo 3.9T 双离合 V8,,,
106,109,粤B0S27F,,,,WP0AA2987LK260426,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,581,保时捷718>2019款 718 卡曼 T 2.0T 双离合,,,
107,110,粤B5F38L,,,,WP0AE2980RK274049,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,580,,,,
108,111,粤BC0511,,,,W1K6G6BB2MA009084,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,579,奔驰S级>2021款 S 450 L 4MATIC 48V 3.0T 手自一体,,,
109,112,粤B212D5,,,,LE4WG7GB9M2899108,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,311,奔驰C级>2021款 C 200 L 1.5T 手自一体 动感型运动版,,,
110,113,粤BDA335,,,,LSGUL83L1JA093124,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,397,别克GL8>2017款 GL8 ES 豪华商旅车 2.0T 手自一体 28T 舒适型,,,
111,114,粤BF188S,,,,JTNHS3DH6M8052847,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,88,,,,
112,115,粤B19QV1,,,,JTNGK3DH4F8006187,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,578,丰田>2015款 3.5 手自一体 豪华版,,,
113,116,蒙AD78907,,,,LJUBMSA17PK006875,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,307,路特斯>2023款 S+,,,
114,117,粤B554541,,,,LS6EKG0Y9RA554541,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,577,,,,
115,118,粤L027RQ,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,576,,,,
116,119,粤BK999H,,,,SCFVUJAW9MTV00733,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,144,阿斯顿·马丁DBX>2021款 4.0T 手自一体 V8 丝路之鸿,,,
117,120,粤BG3851,,,,WP1AA2950FLB25436,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,289,保时捷>2014款 2.0T 双离合,,,
118,121,粤BBJ1770,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,284,蔚来ES6>2023款 75kWh,,,
119,122,粤BZ612U,,,,LMGMB1S85P1011854,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,574,,,,
120,123,粤ZJ958澳,,,,JTNGK3DH308000646,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,370,丰田>2015款 3.5 手自一体 豪华版,150000km,,
121,124,粤B92P8港,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,572,丰田>2019款 埃尔法 2.5 无级 尊贵版,,,
122,125,粤BV732D,,,,WDDDJ5EB9AA160255,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,571,奔驰CLS级>2009款 CLS 300 3.0 手自一体,,,
123,126,粤BD31886,,,,LRW3E7EA4LC052112,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,571,特斯拉>2019款 标准续航后驱升级版,,,
124,127,粤BD32222,,,,LRW3E7EA8LC064800,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,571,特斯拉>2019款 标准续航后驱升级版,,,
125,128,粤B2V21J,,,,W1K3F5DB1MN244985,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,284,奔驰A级AMG(进口)>2020款 A 45 AMG 4MATIC+ 2.0T 双离合(改款),,,
126,129,粤BB69300,,,,LRW3E7FS8NC541624,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,569,特斯拉>2022款 后轮驱动版,,,
127,130,粤B37R51,,,,WP0AJ2976PL110993,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,保时捷>2021款 2.9T 双离合,,,
128,131,粤B8FQ05,,,,LBVTZ6108LSW72172,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,宝马X3>2019款 X3 xDrive30i 2.0T 手自一体 尊享型 M运动套装,,,
129,133,粤BV965A,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,317,奥迪A6(进口)>2018款 A6 Allroad 3.0TFSI 双离合 Quattro,,,
130,134,粤B6VN77,,,,LFV3A24G4K3003426,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,366,奥迪A6L>2018款 A6L 2.0TFSI 双离合 35TFSI 典藏版,,,
131,135,12509,,,,JTNAGACHXP8012509,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,556,,,,
132,136,粤BCA6322,,,,LVVDG17B9JD623854,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,567,奇瑞eQ1>2018款 小蚂蚁400 智尚版2座,,,
133,137,粤BD31886,,,,LRW3E7EA4LC052112,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,529,特斯拉>2019款 标准续航后驱升级版,,,
134,138,粤S90K81,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,宝马3系>2024款 325i 2.0T 手自一体 M运动套装,,,
135,139,粤B8L4W7,,,,WAU9GD8T8EA074353,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,148,奥迪S5>2012款 S5 Sportback 3.0TFSI 双离合,,,
136,140,粤BH199P,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,190,,,,
137,141,302990,,,,SALEA7EE1R2302990,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,290,路虎>2023款 卫士110 5.0T 手自一体 V8(改款),,,
138,142,粤BGM6604,,,,HLX33B124R1032158,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,564,理想汽车>2023款 Pro版,,,
139,143,粤BB067509,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,23,,,,
140,144,粤B036M3,,,,ZAM56RRA3G1172365,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,333,玛莎拉蒂>2015款 总裁 S Q4 3.0T 手自一体,,,
141,145,粤B6V4D3,,,,WDDWH6EB7LF988117,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,529,奔驰C级AMG>2019款 C 43 AMG 4MATIC Tourer 3.0T 手自一体 特别版,,,
142,146,粤BU357H,,,,W1KZF8KB4MA906158,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,奔驰E级AMG>2021款 E 63 S AMG 4MATIC+ 4.0T 手自一体,,,
143,147,粤BP364T,,,,JTNAGACHXP8012509,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,556,丰田>2024款 埃尔法 2.5 无级 尊贵版,,,
144,148,粤B62L61,,,,SALYA2BV0KA781019,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,561,路虎>2019款 3.0T 手自一体 380PS R-DYNAMIC SE,,,
145,149,粤BH722澳,,,,ZHWET5ZF6NLA19525,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,207,兰博基尼>2019款 Huracan EVO Spyder 5.2 双离合,,,
146,150,粤B55VP5,,,,W1N0J6EB5MF942924,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,284,奔驰GLC AMG>2020款 GLC 43 AMG Coupe 4MATIC 3.0T 手自一体,,,
147,151,粤B609FB,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,558,Jeep>2019款 1.3T 双离合 220T 夜鹰版,,,
148,152,粤B70Z23,,,,WBS11DM00P8D15049,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,557,宝马M2>2023款 M2 双门轿跑车 3.0T 手自一体,,,
149,153,粤BCG8339,,,,WP0AA2Y1XPSA17335,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,67,保时捷>2022款 Taycan(改款),,,
150,154,粤B686YT,,,,WP0BA2972JL155487,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,556,保时捷>2017款 帕纳美拉 4 Executive 3.0T 双离合,,,
151,155,粤B80JT7,,,,SCFSMGBW5MGP05415,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,556,阿斯顿·马丁>2023款 V8 Vantage 敞篷 4.0T 手自一体,,,
152,156,粤BZ821W,,,,WBS8M9104H5J76552,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,436,宝马M3>2017款 M3 3.0T 双离合 车迷限量版,,,
153,157,粤BCF6609,,,,LS6EKG0Y4RA552275,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,554,阿维塔12>2023款 650 三激光四驱GT版,,,
154,158,粤BBR717,,,,WBACW2101M9E75017,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,333,宝马X7>2021款 X7 xDrive40i 3.0T 手自一体 领先型豪华套装,,,
155,159,粤B114904,,,,WP0AJ2971PL114904,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,340,保时捷>2021款 2.9T 双离合,,,
156,160,粤B7J958,,,,LBVHY5105MMY45672,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,207,宝马X1>2021款 X1 sDrive25Li 2.0T 双离合 领先型,,,
157,161,粤BA57072,,,,LJ1EEAUU8RG597327,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,190,,,,
158,162,粤BCB3030,,,,L6T79MENXRN022542,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,550,极氪007>2024款 后驱版 75kWh,,,
159,163,粤B626QU,,,,LFMB0ABBXK0103682,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,549,丰田>2018款 2.0T 手自一体 运动版,,,
160,164,粤B611NE,,,,WAUAFEF5XKA005087,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,190,奥迪A5>2019款 A5 Sportback 2.0TFSI 双离合 45TFSI Quattro 运动型,91342km,,
161,165,粤B511FM,,,,,,,,,2024-08-31 09:59:33,2024-09-01 06:15:28,,524,劳斯莱斯>2020款 6.7T 自动 Black Badge,,,
